index,id,title,bucket,rule
13048,"JHvfs7O4TGg","Jaya Bachchan calls Karishma Kapoor her daughter in law!",reject,"bollywood name: Kapoor"
13076,"QlpKU3NOJ6Y","Actor and comedian Mehmood shares his experience of working with Aruna Irani",reject,"bollywood name: Irani"
13116,"R2i4_BW_UbQ","Sunil Dutt's Funeral in 2005",reject,"bollywood name: Dutt"
13159,"LUhh9S_zbxE","Surama Ghatak speaks about husband Ritwik Ghatak, famous Bengali filmmaker",reject,"bollywood name: Ghatak"
13163,"vxDCcNcjSKI","United Colors of Benetton AIDS awareness campaign in 1990's",gap-2b,"non-India term: United"
13169,"wiXTbnzJApU","Shahnaz Husain Ayurvedics : Research and Development Centre",reject,"bollywood name: Husain"
13182,"uNBq-9oXd6g","Weaving a silk saree on a power loom",subject,"species/subject term: Silk"
13336,"8q3CZz8NGu8","Poverty and lack of social security are the main causes of child labour in India",ambiguous,"no rule fired"
13431,"ueHZfQu_05c","Sri Lankan style chicken and noodles with green salad",gap-2b,"non-India term: Lankan"
13521,"6v5lkKEXyeU","An amazing view of Yamuna Ghat on the occasion of Chhath Festival",region,"region term: Yamuna"
13641,"hS9lSOJomNc","Expedition porters camp at Dibrughetta within Nanda Devi Sanctuary",gap-2a,"candidate place token: Dibrughetta"
13703,"-Zl7KWFeAO4","Dussehra effigies turned to ashes!",festival,"festival term: Dussehra"
13723,"mtd2Uw19TWI","Ravana effigy as evil is consigned to flames - Dussehra in India",festival,"festival term: Dussehra"
13774,"mAASI3XuniA","Ramlila Unplugged : Lakshamana Vs Inderjeet Fight - Part  8 Day 7",reject,"format keyword: unplugged"
13790,"CDrsMefPFkg","Indians rehearse for the big Ramlila drama",festival,"festival term: Ramlila"
13798,"k2r6lnxTpkg","Kaikeyi demands Bharath's Raj tilak : Part 5 Day 3",gap-2a,"candidate place token: Raj"
13819,"cnzhhj63774","West Indies players practice soccer and cricket at a stadium: aerial footage",gap-2b,"non-India term: Indies"
13909,"ommF9xOUGTc","Private video",reject,"format: private video"
14023,"uR6FJS_2rmU","How an Afghani bread roti is kneaded and prepared for the clay oven",gap-2b,"non-India term: Afghani"
14049,"V6i1lFzvf8k","Goose drinks water in pond filled with Water Lettuce as seen up close",gap-2a,"candidate place token: Lettuce"
14089,"s6maK-D2gNQ","Smelting gold for making traditional Indian jewellery",ambiguous,"no rule fired"
14092,"1XBcqklqOz4","Women prepare for Rakshabandhan Festival in India",festival,"festival term: Rakshabandhan"
14094,"ZDoSzIJt1TM","Bhai Dooj : Brother-Sister Ritual",festival,"festival term: Bhai Dooj"
14177,"jO5PCzRL79I","Tibet Gama Expedition",gap-2b,"non-India term: Tibet"
14195,"M_pZH0Z9ifI","Jokhang Temple, the spiritual center of Tibet",gap-2b,"non-India term: Tibet"
14238,"CqWQi_BzfuA","Shurim Tso Lake From Below Langma La",gap-2a,"candidate place token: Tso"
14270,"GI15hnNHy04","His Holiness the Dalai Lama during press meeting at Zenkoji Temple - June 19th, 2010",ambiguous,"public figure ""Dalai Lama"" without format keyword"
14281,"r2G-IgqgT2U","His Holiness the Dalai Lama on 'The Need for Universal Ethics in Education' at Chitkara University",ambiguous,"public figure ""Dalai Lama"" without format keyword"
14314,"9KG6u26cssQ","His Holiness the Dalai Lama addresses St John's College, University of Cambridge",ambiguous,"public figure ""Dalai Lama"" without format keyword"
14395,"-KzeSE5o688","Responsibility of Higher Education in Today's Global Society - His Holiness the Dalai Lama",ambiguous,"public figure ""Dalai Lama"" without format keyword"
14440,"zAjmT4ODG90","Commentary on the Fundamental Wisdom of the Middle Way | Day 2: The Dalai Lama",ambiguous,"public figure ""Dalai Lama"" without format keyword"
14454,"tnCltHfTG5M","Precious Garland of the Middle Way | Day 3: The Dalai Lama teachings",ambiguous,"public figure ""Dalai Lama"" without format keyword"
14480,"vFjisxCymiE","Cultivating the Awakening Mind: His Holiness the Dalai Lama",ambiguous,"public figure ""Dalai Lama"" without format keyword"
14490,"uXb-3XoOPts","His Holiness the Dalai Lama with school children, advises them on Tackling Anger",ambiguous,"public figure ""Dalai Lama"" without format keyword"
14610,"wtLNorU2o4A","The Furthest Everlasting Continuum & 3 Principal Aspects of the Path: The Dalai Lama | Day 3",ambiguous,"public figure ""Dalai Lama"" without format keyword"
14626,"-7N9mSQqfeM","Lobsang Wangyal la's meeting with Miss Tibet contestants",gap-2b,"non-India term: Tibet"
14650,"JQ0n8-jI0is","How Sushi is rolled and made",ambiguous,"no rule fired"
14701,"J10ILyqTGZI","Edge of Awareness, an art exhibition on social awareness on 50th anniversary of WHO",ambiguous,"no rule fired"
14745,"K0t2HBSrsME","Zakir Hussain and Ustad Ashish Khan weave magic with their music",reject,"bollywood name: Khan"
14764,"ym70daEgRUE","Rahul Arya's art exhibit and Satish Gupta's book 'The Eye Of The Thar'",region,"region term: Thar"
14777,"pA-yZAKhoE0","Sand art of Virat Kohli and ICC Cricket World Cup with wishes to Indian Cricket Team",reject,"bollywood name: Kohli"
14820,"lC3QHrGAFuc","Vendor paints Ganesha idols with festive colours",festival,"festival term: Ganesha"
14849,"YSwsRb47UTY","Cute Lion Cub gets rescued in India, from open well",gap-2a,"candidate place token: Cub"
14863,"cmx8gCkp3i0","Close call and rescue: dog gets its head stuck in a bucket",subject,"species/subject term: Dog"
14884,"KvTKJO7AfpM","Pride of India: Military bands of the Army, Navy and Air Force",gap-2a,"candidate place token: Military"
14993,"zo3HStATK1Q","Woman from Adi tribe weaves traditional Arunachali fabric",gap-2a,"candidate place token: Arunachali"
15099,"LABDwYY6_5A","Lakhubhai Pathak case: Chief Metropolitan Magistrate summons former PM P. V. Narasimha Rao",reject,"bollywood name: Pathak"
15150,"u7Z_qSTO06k","British Prime Minister John Major plants a sapling of the Indo-British relationship in 1993",ambiguous,"public figure ""Prime Minister"" without format keyword"
15152,"0U-z9okGyQw","Atal Bihari Vajpayee on women's participation in politics",ambiguous,"public figure ""Vajpayee"" without format keyword"
15159,"R21s_euYKpU","Kirti Azad on Hindi films: I watched 'Virasat' recently, it was very much close to reality",ambiguous,"public figure ""Azad"" without format keyword"
15166,"43yUNHLBgpo","Venkaiah Naidu on Atal Bihari Vajpayee: After Jawaharlal Nehru people see a great leader in him",ambiguous,"public figure ""Nehru"" without format keyword"
15186,"p56-tbM_ol0","Sonia Gandhi Zindabad - slogans at Congress election campaign: archival footage",ambiguous,"public figure ""Gandhi"" without format keyword"
15223,"88W0SfOmeVY","Indian politicians sing National Anthem | Swearing Ceremony of BJP Government in 90's",gap-2a,"candidate place token: Anthem"
15266,"7ew3GUzHQf8","Atal Bihari Vajpayee talks about his peace efforts at an election rally",ambiguous,"public figure ""Vajpayee"" without format keyword"
15380,"FxyhZ5MOiZY","Volleyball practice at 9000 feet in upper Paro valley, Bhutan",gap-2b,"non-India term: Bhutan"
15407,"4YoZ7ZDKyYE","Private video",reject,"format: private video"
15421,"JdX7uBTWQ7U","Bhujangasana or Cobra Pose : Yoga Classes by Raja",gap-2a,"candidate place token: Yoga"
15517,"WjiCPgB2Ryc","Indian villager shares his pain of his village being charred to ashes",subject,"no proper-noun token present"
15523,"n5F9inc7hS4","Sachin Tendulkar, India's cricketing legend",ambiguous,"public figure ""Sachin Tendulkar"" without format keyword"
15590,"E2Xlm9woB5g","Kumble IX VS Azhar XI Cricket Match 18.03.1999",ambiguous,"public figure ""Azhar"" without format keyword"
15702,"m-kUjchdABs","Hindustan Ambassador or new-age Morris Oxford in use as Indian government staff car",gap-2a,"candidate place token: Morris"
15938,"fa9WbIo8cmE","Private video",reject,"format: private video"
15952,"baNtPJ0oEuE","Jain Story Bhagvan Bahubali Jivan Charitra 1-7",gap-2a,"candidate place token: Bhagvan"
15965,"GsRWrBwV_Jc","Jain Bahubali Bronze, India",gap-2a,"candidate place token: Bronze"
15975,"9sDhaxq2BBk","Mastakabhisheka - Karkala Bahubali 2015",gap-2a,"candidate place token: Karkala"
15986,"ECwJ-BeiwD8","DIGAMBER JAIN BHAGVAN PE PHOOL KESAR KYON?",subject,"no proper-noun token present"
16032,"7UR6watsfdc","India celebrates Diwali with crackers worth millions!",festival,"festival term: Diwali"
16057,"NGtOOnSiHqY","Mithai during Diwali",festival,"festival term: Diwali"
16061,"p4XgCaixW8c","Muslims gather to offer namaz |  Eid-ul-fitr in India",festival,"festival term: Eid"
16084,"dXhAraGiUMk","Religious congregation of Muslims on Eid al-Adha",festival,"festival term: Eid"
16154,"FlPHuuDQ2Pw","Baby elephants with their parents",subject,"no proper-noun token present"
16217,"FQFjTL5m36E","Colonel Hathi and his elephant herd kick up dust and march through forest cover",subject,"species/subject term: Elephant"
16251,"0SABOom1258","Open abdominal surgery",subject,"no proper-noun token present"
16285,"uhWJ8n_Q-mE","Cockpit of Concorde - Mach 2.04 turbojet-powered supersonic passenger jet",gap-2a,"candidate place token: Mach"
16413,"TxxYxwDv0bA","Eyes right command during Changing of the Guard at Rashtrapati Bhavan",ambiguous,"public figure ""Rashtrapati"" without format keyword"
16414,"6ZRs6EGuzjA","Dahlias bloom in Mughal Gardens, Rashtrapati Bhavan",ambiguous,"public figure ""Rashtrapati"" without format keyword"
16466,"HDO-U5JfU14","Farmland, fields and forests outside Moscow city : aerial footage",gap-2b,"non-India term: Moscow"
16503,"c53EXpHgBCE","Fantasy sugarcane field around Sardhana aerially - Green landscape dotted concrete structures",gap-2a,"candidate place token: Sardhana"
16602,"DSZ_egVXeuQ","Sand crabs run amok in backwaters of Talashil Beach- Crab army in hundreds trying to march straight?",gap-2a,"candidate place token: Talashil"
16634,"cbDYws0Tjkk","Three Indians on a Royal Enfield take a royal tumble!",gap-2a,"candidate place token: Enfield"
16641,"3FLu2PdJ9Yw","Mystery moths mating in the wild - Help us identify these fellas",ambiguous,"no rule fired"
16746,"nDTw1QcNSsc","Oriental Poppies in full bloom in a springtime garden",ambiguous,"no rule fired"
16887,"7SfAKfKh6gA","Opening of the moon flower - a time-lapse",subject,"no proper-noun token present"
16898,"bAHxabyB1yQ","Yellow Lilium",ambiguous,"no rule fired"
16924,"KsPbH8ATpn8","The Royal Orient - historical narrative on the luxury Indian Train (Hindi version)",gap-2a,"candidate place token: Orient"
16980,"FNBorDKoUGo","Help Ela get these Puppies adopted - Puppy Rescue Corp to find nice homes!",gap-2a,"candidate place token: Puppies"
17005,"jEM5EqcBBlI","Soft-Shelled Turtle",subject,"species/subject term: Turtle"
17165,"Da8DOHODnoU","An old Bhutia couple at Kurjey Festivals, Bhutan",gap-2b,"non-India term: Bhutan"
17242,"jDnti9xP_Zs","Construction of Scope Twin Tower by Larsen & Toubro",gap-2a,"candidate place token: Twin"
17319,"nZHqrgaOV6Y","Tribals kill bats in north-east India, for food",ambiguous,"no rule fired"
17330,"cpzwvRaNSrA","Troop of monkeys being fed berries by Homosapiens",ambiguous,"no rule fired"
17411,"jMkDkem18so","Kutaja or Wrightia tinctoria or Pala indigo plant- A medicinal plant",gap-2a,"candidate place token: Pala"
17445,"aYHeCACfWb4","Rural life in Cambodia",gap-2b,"non-India term: Cambodia"
17459,"7At80yKNJy4","Rural health care in India: Medical check-up camps organised by Indian fertilizer company",gap-2a,"candidate place token: Medical"
17537,"KJn_CLQkmx4","Nitya Urbanna Vaz Interview,Part 1 Neemrana Foundation WD62 10",reject,"format keyword: interview"
17587,"n1wpdSrD9Po","The great magician, P C Sarkar Jr. stupefies the audience with his Magic",gap-2a,"candidate place token: Magic"
17636,"ljZwDERhLAU","Cotton plant with flower and seed pods - non BT rui cultivation in India",subject,"species/subject term: Cotton"
17670,"Mi8VALmyBKc","Raid de Himalaya- Servicing the Yamaha WR 450 at end of race day",region,"region term: Himalaya"
17866,"5uSOK1Sex-U","An evening at the beach, Timor",gap-2b,"non-India term: Timor"
17873,"uA79gOwmnvI","Great-billed Heron on Timor beach",gap-2b,"non-India term: Timor"
17904,"N5N0HugMqCs","Biguin, Bali Indonesia",gap-2b,"non-India term: Indonesia"
18019,"OtV8yCOwVUU","Bengalis get started with Durga Puja festivities",festival,"festival term: Durga Puja"
18078,"eFEvJLnTXnA","What makes Ganga the sacred river of India?",region,"region term: Ganga"
18085,"IhNEtXvqF1Q","Devotees in spiritual trance on the bank of river Ganga in Gangotri",region,"region term: Ganga"
18103,"OGGG5zU5Xr4","Goral graze on steep grassy slopes along Ganga river bank, below Gangotri",region,"region term: Ganga"
18129,"be1eABeWPFs","Winter visitors to Gangotri valley at Dharali: woman pulls money from purse, priest blesses her",gap-2a,"candidate place token: Gangotri"
18279,"XUVP_AvgPmM","Plain Tiger Butterfly on Eichium flower",subject,"species/subject term: Butterfly"
18314,"hS0vqgH6L-E","Magic camouflage: Orange Oakleaf or Indian Oakleaf butterfly opens wings in wildfilmsindia Himalaya",region,"region term: Himalaya"
18318,"qTjXNc2tDJ8","Small Branded Swift with wings wide open | Short-horned grasshoppers feasting on mustard leaves",gap-2a,"candidate place token: Swift"
18351,"Ht_CbfMXqZo","Panj Kakar put up for sale during Hola Mohalla festival at Anandpur Sahib",gap-2a,"candidate place token: Hola"
18401,"K2tHRqcfhm8","""Kobe Ami Bahir Holem"" by Rezwana Choudhury Bannya's group Shurer Dhara",gap-2a,"candidate place token: Bahir"
18455,"goH9iZzkX8Y","Free food for the poor: Food distribution Langar outside largest hospital in Asia",gap-2a,"candidate place token: Langar"
18478,"OMoQbijoTe8","Eternal Eclipse part-2",ambiguous,"no rule fired"
18480,"cxRiUCGxCnY","House boat luxury on the waters of a Himalayan lake!",region,"region term: Himalayan"
18587,"NHgM27r9Pys","Sonia Gandhi at AICC - Mulayam Singh of Samajwadi Party  says Congress is Enemy No. 1",reject,"bollywood name: Singh"
18803,"uGNs7aaMIog","Crossing between seracs and crevasses in Khumbu icefall, on Everest",gap-2a,"candidate place token: Khumbu"
18892,"JynkerngtYg","Over the Himalaya in a helicopter!",region,"region term: Himalaya"
18941,"TITwlNyHkvM","Women exercise en masse for health and cancer awareness in India",ambiguous,"no rule fired"
18949,"muTOH5TkU2s","Sadhvis - women of India who abandon the material world",ambiguous,"no rule fired"
18993,"02WYdy8qkaU","Currywurst and Turkish doners in Berlin, Germany",gap-2b,"non-India term: Germany"
19154,"dStpIYBx7WU","Fitness trainers walk ramp at Personal Trainer Awards in India",reject,"format keyword: awards"
19250,"6q4dL3L6R-k","Young Upen Patel and Raman Lamba walk the ramp for Venky's fashion show",reject,"bollywood name: Upen"
19306,"403zm5raX9k","Indian fashionista Ritu Beri ties up with Siyaram, Uma Gajapathi Raju : no commercial savvy in India",reject,"bollywood name: Raju"
19307,"FqBAqHJf8Uo","Noyonika Chatterjee walks for a Ritu Beri Fashion show",reject,"bollywood name: Chatterjee"
19346,"5fDQZFTZX5Q","Diana Hayden in pink blazer and dangly earrings pose for photographs at breast cancer event",reject,"bollywood name: Hayden"
19482,"k_GtvPNNvY8","Devotees smear powdered colour and dance as they bid adieu to Goddess Durga",festival,"festival term: Goddess Durga"
19496,"S3FakG5Ev6s","Ritual of Bel Baran before the commencement of Durga Puja - Part 3",festival,"festival term: Durga Puja"
19542,"-yPKK-TpW9U","Ritualised dance worship by a Bengali couple and a Sikh boy in G.K. 2 - Durga Puja",festival,"festival term: Durga Puja"
19555,"-qWVIR30wSc","Private video",reject,"format: private video"
19582,"6JVmhR-hnsw","Female Rhinoceros Beetle struggles to turn over before regaining her balance",subject,"species/subject term: Rhinoceros"
19595,"CbJInhiQSWU","Extreme close-ups of a cicada and a damselfly",subject,"species/subject term: Cicada"
19666,"pDweKN0hRn0","Honey bees swarm around the opening of a domestic drainpipe",subject,"no proper-noun token present"
19728,"97sz_nrdz8Y","Woman selling dried insects on the streets of Bangkok",gap-2b,"non-India term: Bangkok"
19738,"3udxogop8AA","Why children call dragonflies helicopters - understand their flight",subject,"no proper-noun token present"
19757,"dsiK_RDbYj4","A Himalayan glacier isn't a pretty sight: crevasses and morainic rubble at Khumbu",region,"region term: Himalayan"
19798,"nGIplKLNbKI","Over the Himalaya : best of HD aerials",region,"region term: Himalaya"
19918,"RAp9vM7whkQ","Ear cleaning with a needle: Traditional Ear Cleaner",gap-2a,"candidate place token: Ear"
19925,"QR67pifKJ6A","Romanticism and sheer majesty of the Taj Mahal is unbelievably true",gap-2a,"candidate place token: Taj"
19994,"9QZny_WH7G8","Mowgli climbs onto his makeshift tree-house",subject,"no proper-noun token present"
20041,"srEBoorHgu8","Catholic Church during the Marian feast days | Blessed Virgin Mary",gap-2a,"candidate place token: Marian"
20075,"mN6DL82zkW0","Coffee beans - green and unripe on the bush",subject,"no proper-noun token present"
20089,"AeanNawACfY","Food for Ziona's pigs, at the world's largest family!",ambiguous,"no rule fired"
20109,"MXZBpd4Th6g","Tiger cub tumbles and plays in the grass with puppy dog",subject,"species/subject term: Tiger"
20162,"fZv1itgY6S8","Female leopard flicks her tail curling it up expressing her mood",subject,"species/subject term: Leopard"
20220,"3kK2gpejc7o","Langur monkey on a tree in Nepal",gap-2b,"non-India term: Nepal"
20233,"18VMud3xN8Y","Bonnet Macaque up close: Feeding, climbing and curious moments!",subject,"species/subject term: Macaque"
20279,"O9OKjTBq1qA","Alien species in the Western Ghats? Lantana camara bush, flower and leaves in close up",region,"region term: Western Ghats"
20334,"lRAbSjEiBH0","Contract Labourers working in an Indian village on hard manual labour",ambiguous,"no rule fired"
20336,"jHp5Uvteubc","Rare archival footage of villagers working under food for work scheme in  Aloor Village, India",gap-2a,"candidate place token: Aloor"
20385,"nLjrlotaEAA","Sensex opens mildly higher, NIFTY falls 9 points: Share market in India - archival footage",ambiguous,"no rule fired"
20472,"H0DbeoplxuM","Traffic congestion in Kathmandu city, Nepal",gap-2b,"non-India term: Nepal"
20481,"T6zcs23b49o","Moolchand flyover traffic time lapse",subject,"no proper-noun token present"
20562,"ZEM7GwQaPPU","A family in India making and selling bamboo crafts",ambiguous,"no rule fired"
20643,"hwUZ1f7V04w","Maniq  - The last hunter-gatherers in Thailand",gap-2b,"non-India term: Thailand"
20673,"2rwsrePPGeQ","Tuk tuk ride in Bangkok",gap-2b,"non-India term: Bangkok"
20700,"z30hPp6kMA4","Thai shopping spree at the Big C Supermarket in Nakhon Pathom, Thailand",gap-2b,"non-India term: Thailand"
20723,"SdYdzPMQezw","Weirdest animal you ever saw: Takin, national animal of Bhutan",gap-2b,"non-India term: Bhutan"
20726,"taU8uf50sw8","Rubi Shoes and Charles & Keith in Singapore",gap-2b,"non-India term: Singapore"
20757,"7KO_BxG1kJ0","Singapore time lapse of clouds passing ominously over buildings in silhouette",gap-2b,"non-India term: Singapore"
20830,"ieuasMeehCQ","Time lapse of Sunset",ambiguous,"no rule fired"
20833,"zW1CEjC_VK4","A picture perfect sunset!",subject,"no proper-noun token present"
20915,"CbSgTxCZwGQ","Fancy silverware for temple rituals, idols in silver at Soni Jewellers, Sarojini Nagar Market",gap-2a,"candidate place token: Jewellers"
20960,"m2w21hGOy-s","Perfect forward launch by a paraglider at Bir, Billing",reject,"format keyword: launch"
20986,"RKclg_9KWIU","Hot air balloon safari in India",ambiguous,"no rule fired"
21054,"qBYnSAajpdc","Tea session at Pethang Ringmo, Tibet",gap-2b,"non-India term: Tibet"
21079,"TBu2oSPaO1Y","Driving on the Tibetan plateau : road to Saga county, Xigazê",gap-2b,"non-India term: Tibetan"
21235,"GD5ZCdL5vq8","Shrimpy dance of Java, Indonesia",gap-2b,"non-India term: Indonesia"
21252,"AgfwtXrQHz8","Bangladeshi folk dancers perform to 'Dhonno Ami' - Part 2",gap-2b,"non-India term: Bangladeshi"
21341,"I-kdeFek2no","Cute Bhutanese girl plays with tiny new born kittens",gap-2b,"non-India term: Bhutanese"
21496,"zlxhsbgn0b8","Beta-carotene, a naturally occurring agent to prevent plants from strong solar radiation",subject,"no proper-noun token present"
21576,"PQDNBl5s-Lk","'Every 5 minutes my character will change': Maharaj Meena Kumari at Kumbh",festival,"festival term: Kumbh"
21601,"ITMyTRsdmsg","India's Kumbh mela",festival,"festival term: Kumbh"
21611,"qWDK5vtyJJQ","ICICI launches charity website in India",ambiguous,"no rule fired"
21757,"cHP5K3d67qc","Cute calf suckles at its mother's udders",subject,"no proper-noun token present"
21801,"LH2Gpt6uO5s","Hauz Khas Fort and ruins : gyro stabilized camera tour",gap-2a,"candidate place token: Khas"
21819,"HmAZSyZDuYI","Salvadora persica grows in Bharatpur",gap-2a,"candidate place token: Bharatpur"
21947,"QPBBPIqfQxo","Kapilavastu, the place where Buddha was raised and lived until age of 29",ambiguous,"public figure ""Buddha"" without format keyword"
21951,"G64yXeEb1IQ","I am really sad about killing and torturing of animals: Khamtrul Rinpoche Tashi Jong",ambiguous,"public figure ""Rinpoche"" without format keyword"
22055,"wwB6cPYlT8U","Incredible CCTV footage: 7.9 magnitude earthquake hits Nepal - April 2015",gap-2b,"non-India term: Nepal"
22260,"ShLTqWXlc0g","Om Ma Nee Pay Mae Hung by Bhutanese Royal Academy of Performing Arts",gap-2b,"non-India term: Bhutanese"
22266,"gOVukb2-HuQ","""Sundar Bote Tabo Angadkhani"" by Rezwana Choudhury Bannya's group Shurer Dhara",gap-2a,"candidate place token: Tabo"
22301,"4kqmxvunKZ8","Carmen Paris performs live in India",gap-2b,"non-India term: Paris"
22330,"Jd4E-nnF4iQ","Passenger - Let Her Go (cover) by Remkimi Cherput",gap-2a,"candidate place token: Her"
22428,"neSxaO3FscE","Cooked rice 'Pulao' being distributed as 'Prasadam' during Ganesh Visarjan",festival,"festival term: Ganesh Visarjan"
22534,"qfYIZbtKCTc","Ram Ladoo back in stock at Sarojini Nagar Market | Shoppers enjoy quick snack at fast food stall",gap-2a,"candidate place token: Sarojini"
22564,"M6-jKVsQBnw","Paneer Chilla at Sarojini Nagar Market: another of India's comfort foods made with chickpea flour",gap-2a,"candidate place token: Sarojini"
22604,"e-JKjKCmLpo","Steep paths to Woodstock school make students fit!",gap-2a,"candidate place token: Woodstock"
22878,"86AcaS_IU0g","Birthday celebration during the expedition to Mt. Everest",gap-2a,"candidate place token: Everest"
22925,"-I3XFsT6g5M","Boat Ride in Phewa lake Pokhara",gap-2b,"non-India term: Pokhara"
22962,"Ba7zQsPRt5o","Bharatpur airport in Nepal: woman officer for Yeti Air flight - manual rotation of propeller",gap-2b,"non-India term: Nepal"
22982,"dNsVM6-sP3k","Sustainable marketing  products at 'Folk Nepal' shop",gap-2b,"non-India term: Nepal"
22995,"YoSx-AeEyAQ","Kosi river in Kodari, Nepal",gap-2b,"non-India term: Nepal"
23176,"eopQuMGqQWk","Dhaulagiri South as seen from Mulde peak - Poon hill axis in Nepal",gap-2b,"non-India term: Nepal"
23185,"nQq0yKOTfkc","Tadapani in Nepal is a trinket town amidst a mystical forest at 2,700 meters",gap-2b,"non-India term: Nepal"
23219,"1zNEe94_v6U","Pokhara's lakeside at night | A true blue hippie land",gap-2b,"non-India term: Pokhara"
23301,"-oD31YkTzrs","Large Bell Flower (Campanula latifola) growing wild in the Himalaya",region,"region term: Himalaya"
23366,"UWzOVpFDe1U","Most beautiful Himalayan flower vista you ever saw: Rhododendrons as far as the eye can see!",region,"region term: Himalayan"
23548,"2w88hDO8T4U","Baby nilgai follows its mother in the forest",subject,"no proper-noun token present"
23629,"Gn1pM2s0rls","Indian worker makes paratha (plain Indian flat bread)",ambiguous,"no rule fired"
23671,"v0wn90y78hU","How to finely chop onions",subject,"no proper-noun token present"
23697,"qk787sMmPBY","The Grub Fest 2018 powered by eazydiner at JLN Stadium",festival,"festival term: Grub Fest"
23702,"_cwmCt3iLmY","Have you ever been to the Grub fest for healthy snacking?",festival,"festival term: Grub Fest"
23749,"Jb0z3s3qAvw","Mollies on a water lily leaf",subject,"species/subject term: Lily"
23874,"Xjd_b3fCISY","Barbets and other birds of the lower Himalayas",region,"region term: Himalayas"
24041,"qmfTvhTxKC4","Long beak of White-breasted Kingfisher helps it target fish and frogs alike!",subject,"species/subject term: Kingfisher"
24047,"BXuTjFciVM4","Ranganathittu Bird Sanctuary : wetland heronry of South India",gap-2a,"candidate place token: Sanctuary"
24049,"ZN3GDbuYycs","Common Myna sits on mango blossoms whil Parakeets make out",subject,"species/subject term: Myna"
24231,"4mvZ_rqe1kw","Green Bee-eater balances itself on a thorny twig",subject,"species/subject term: Bee"
24262,"c_6mWSQ0f3k","Painted Storks feeding their babies in the nest constructed in a tree",ambiguous,"no rule fired"
24375,"wKutc4JD8r4","Snow Pigeon, Brown Accentor and Himalayan Monal in snow-covered terrain | India",region,"region term: Himalayan"
24376,"7oTYgYCabyQ","Perfectly documented avian brood parasitism in Common Hawk-cuckoo and Long tailed-shrike | India",gap-2a,"candidate place token: Hawkcuckoo"
24482,"6lUPgjIYeok","Rare sight of Green Bee Eater preying on an Apis dorsata Honeybee",gap-2a,"candidate place token: Eater"
24489,"hjvBBrxwTis","Even seen a female Koel? Female Asian Koel feeding behavior in hot weather",gap-2a,"candidate place token: Asian"
24499,"xZlBWXzgGi8","Wire-tailed Swallow or Hirundo smithii, as seen up close",gap-2a,"candidate place token: Hirundo"
24514,"9yl4GbYv9uo","Jungle Babbler behaviour - Preening, mock fights, feeding and foraging",subject,"species/subject term: Babbler"
24577,"3rIDTbSP-bY","Tota keet? Rose-ringed Parakeet or Psittacula Krameri - Parrot for many Indian children's books",gap-2a,"candidate place token: Krameri"
24588,"G16tRgjMM-Y","Coppersmith Barbet nesting, peculiar feeding behavior seen up close",subject,"species/subject term: Barbet"
24656,"aFlVvypGh2Q","Rose-ringed Parakeet (Psittacula krameri) mating on Persian Lilac bakain tree in winter",gap-2a,"candidate place token: Persian"
24669,"N1aAI6FZUM0","Kotwal chiriya or Black Drongo - Dicrurus macrocercus - Noisy black bird gulps down fly on treetop",gap-2a,"candidate place token: Dicrurus"
24670,"TmQcvRsd0Ro","Red-vented Bulbul or Pycnonotus cafer chomps down palm date",gap-2a,"candidate place token: Pycnonotus"
24714,"CloiEs4H9Sg","Woody Woodpecker peers out from its nest hole",subject,"species/subject term: Woodpecker"
24774,"VDe7lIA8WqU","Crimson-breasted Barbet or Coppersmith nests in a jacaranda tree trunk, feeds chicks, pulls out poop",subject,"species/subject term: Barbet"
24942,"V0N5rvYCDOw","Slaty headed Parakeet in Himalayan forest greenery",region,"region term: Himalayan"
24943,"5UUYq1aA59Y","Common Rosefinch female and Flycatcher on freshly born spring leaves of a Himalayan tree",region,"region term: Himalayan"
24956,"43c8NEpdc3c","Young pigeon squabs rest together inside a sheltered wooden nest corner",subject,"species/subject term: Pigeon"
25047,"cVFQhxUke_I","Shaan or Shantanu Mukherjee, Indian playback singer",reject,"bollywood name: Mukherjee"
25125,"vQlvRmRhHeQ","Sridevi was in Chandni: Vinod Khanna, Rishi Kapoor, Yash Chopra & Anupam Kher on Chandni film set",reject,"bollywood name: Kapoor"
25147,"ugNLNqFh7uA","South Indian actor talks about female child at National Film Awards",reject,"format keyword: awards"
25163,"coC2uYtCL0o","Dhadkan album release: Singer Tanya Singh",reject,"bollywood name: Singh"
25212,"V5lEnDFfx9c","Priyanka Chopra, Miss World crown on head, India's National Anthem, Bareilly crowds await",reject,"bollywood name: Chopra"
25243,"4qi7tbKiRnk","Dil bhi kya cheez hai - Bollywood film Muhurat or release",reject,"format keyword: bollywood"
25271,"uGSgrKceLEY","Indian actress Rinke Khanna: Twinkle Khanna's sister",reject,"bollywood name: Khanna"
25299,"0o5mGVFEFYE","Chandrachur Singh, Indian actor speaks about film 'Daag'",reject,"bollywood name: Singh"
25322,"afEZyW3IU04","Priyanka Chopra - Bollywood actress on her movie Andaaz and why she's banned TV at home",reject,"bollywood name: Chopra"
25385,"gVVk8pTe9e0","Bhupen Hazarika, Kalpana Lajmi, Javed Akhtar, Kirron Kher at music release of 'Darmiyaan'",reject,"bollywood name: Kher"
